"Year","No","Title","Artist","trackid","spotifyartist","Acousticness"
1957,"45","""I'm Gonna Sit Right Down and Write Myself a Letter""","Billy Williams","6QctzrZIzErXZXJqUv54hL","Various Artists",0.661
1957,"46","""Old Cape Cod""","Patti Page","1H625U2yTSLAEZrHFasZ3b","Patti Page",0.714
1957,"47","""Mr. Lee""","The Bobbettes","6zLGmxUA1ClhzCByaxtkNK","Various Artists",0.604
1957,"48","""Blueberry Hill""","Fats Domino","2NkAoxQOr6MGdMB5JDTU81","Fats Domino",0.849
1957,"49","""Whispering Bells""","The Del-Vikings",NA,NA,NA
1957,"50","""Blue Monday""","Fats Domino","1wlt0w6g0m7oIwa7fR7ywz","Fats Domino",0.146
1958,"1","""Volare""","Domenico Modugno","006Ndmw2hHxvnLbJsBFnPx","Domenico Modugno",0.987
1958,"2","""All I Have to Do Is Dream""","The Everly Brothers","7dblNGnRXEBrVJunazs2U5","The Everly Brothers",0.839
1958,"3","""Don't""","Elvis Presley",NA,NA,NA
1958,"4","""Witch Doctor""","David Seville","3RVnGPQfCm1r9Apk5Fvrpp","The Spirit Of All Hallows' Eve",0.723
1958,"5","""Patricia""","Perez Prado","4jmFSkpcqLOUN6scGU6BOO","Pérez Prado",0.188
1958,"6","""Sail Along Silvery Moon""","Billy Vaughn","0WAUtPUO7OvV98bqktHgj6","Billy Vaughn",0.816
1958,"7","""Catch a Falling Star""","Perry Como","1pBJCt9keWDrIQYu51T6py","Perry Como",0.798
1958,"8","""Tequila""","The Champs","5gJKsGij5oGt5H5RSFYXPa","The Champs",0.121
1958,"9","""It's All in the Game""","Tommy Edwards","01OFUZ8btJxFI6n5igQUqx","Tommy Edwards",0.864
1958,"10","""Return to Me""","Dean Martin","6YAgmqaeo8Fm3pne8OJEBo","Dean Martin",0.966
1958,"11","""It's Only Make Believe""","Conway Twitty","6neFMH7Beu1uVcs3w65bNw","Conway Twitty",0.88
1958,"12","""The Purple People Eater""","Sheb Wooley","65v6ebRKjyZH15MmF8AT3X","Soundtrack",0.842
1958,"13","""Bird Dog""","The Everly Brothers","2ZCkqAo0tzzCVOth7ityh5","The Everly Brothers",0.686
1958,"14","""Get a Job""","The Silhouettes","21NhrNOfIoakyWISXUMkFN","The Silhouettes",0.652
1958,"15","""Little Star""","The Elegants","3c7KT5CN8uYRaK3xThhdYt","The Elegants",0.873
1958,"16","""Stood Up""","Ricky Nelson","47I1eN5U4HCsP6MhIaIojM","Ricky Nelson",0.107
1958,"17","""He's Got the Whole World in His Hands""","Laurie London","1pmTmzgbo4Y73DZuQ4cLae","Various Artists",0.695
1958,"18","""Twilight Time""","The Platters","2rMEwv2Mljf3CMzLif8xQo","The Platters",0.851
1958,"19","""Secretly""","Jimmie Rodgers","4jDVGv8E9MWWcVJJPl22t3","Jimmie Rodgers",0.852
1958,"20","""At the Hop""","Danny & the Juniors","1DJXJaHMwIhVSqoIOSDWg5","The Juniors",0.346
1958,"21","""Yakety Yak""","The Coasters","7demHL0GXA6YmTNqw3Btz8","The Coasters",0.705
1958,"22","""Wear My Ring Around Your Neck""","Elvis Presley","36BT9FxW5dorOiUXZ5fb4B","Elvis Presley",0.881
1958,"23","""Poor Little Fool""","Ricky Nelson","33FPsMEl3UwpytDuyf9VYq","Ricky Nelson",0.652
1958,"24","""A Wonderful Time Up There""","Pat Boone","3gayMSeVBMhKoVoaukUvqx","Pat Boone",0.759
1958,"25","""Just a Dream""","Jimmy Clanton","1tKMOJW1eTIMSNtILF0ce9","Various Artists",0.645
1958,"26","""Sugartime""","The McGuire Sisters","6qto5NKDYXhU83R1gL59CL","The McGuire Sisters",0.663
1958,"27","""Rockin' Robin""","Bobby Day","4FlYcJnfkeBpowEHJ72Bmt","Bobby Day",0.298
1958,"28","""Tom Dooley""","The Kingston Trio","5rivhNukBcqEX41XQDLYi9","The Kingston Trio",0.866
1958,"29","""Sweet Little Sixteen""","Chuck Berry","4DEbXdYvto9BB3TyYyxLKn","Chuck Berry",0.553
1958,"30","""Topsy Part 2""","Cozy Cole","5VasnUF5xrYbAtee02ONvM","Cozy Cole/Savina",0.509
1958,"31","""Looking Back""","Nat King Cole","4AeiLoSgIv80l67HpfsFxe","Nat King Cole",0.569
1958,"32","""The Book of Love""","The Monotones","1N131UBLlYAUJNVpHOfEc1","The Monotones",0.734
1958,"33","""Tea For Two Cha-Cha""","Tommy Dorsey Orchestra & Warren Covington",NA,NA,NA
1958,"34","""Tears on My Pillow""","Little Anthony and the Imperials","07ePHsQ0SopWrnCbNjNC2D","Little Anthony & The Imperials",0.908
1958,"35","""Short Shorts""","Royal Teens","6fAv6xlcA0m9jSzuQ5xcUf","Various Artists",0.835
1958,"36","""Great Balls of Fire""","Jerry Lee Lewis","7xe3EQCvXnx6Q0zs41Y65n","Jerry Lee Lewis",0.55
1958,"37","""Lollipop""","The Chordettes","38IkFZQU3ZF6agt6FkKA8C","Various Artists",0.717
1958,"38","""Splish Splash""","Bobby Darin","40fD7ct05FvQHLdQTgJelG","Bobby Darin",0.385
1958,"39","""Who's Sorry Now?""","Connie Francis","6VlHxpNEDikJh617edCYzz","Connie Francis",0.721
1958,"40","""My True Love""","Jack Scott","2urRqmAFhjZKo8Z6sEGzEv","Jack Scott",0.915
1958,"41","""Endless Sleep""","Jody Reynolds","7u07WDKGH6LQ0E8evYhrWY","Jody Reynolds",0.829
1958,"42","""Do You Want to Dance""","Bobby Freeman","4Ooa3XHB45iIgpwCeKCTNL","Various Artists",0.519
1958,"43","""When""","The Kalin Twins","1BQOMZeYwzesvXANmRgrEp","Cliff Richard",0.168
1958,"44","""To Know Him Is to Love Him""","The Teddy Bears","12UGU3ev7jEYzTG8r25H8J","The Teddy Bears",0.941
1958,"45","""April Love""","Pat Boone","4CTUNh2gzEKQgliqXUZvwP","Pat Boone",0.847
1958,"46","""Rebel-'Rouser""","Duane Eddy",NA,NA,NA
1958,"47","""Oh, Julie""","The Crescendos","4WJ29YxlqeFyL2QuG38sjy","Various Artists",0.944
1958,"48","""The Stroll""","The Diamonds","4hKtaVTrYqmflvc1jb21MC","The Diamonds",0.845
1958,"49","""Hard Headed Woman""","Elvis Presley","2DG7sOMQthZCGxHbqNWzz0","Elvis Presley",0.888
1958,"50","""Peggy Sue""","Buddy Holly & The Crickets","0WJ9ngnn114V5OWsIWjNA4","Buddy Holly & The Crickets",0.899
1958,"Tie","“Oh Lonesome Me”","Don Gibson","7pE3xCbi3P4OyHWzONRZwB","Don Gibson",0.749
1959,"1","""The Battle of New Orleans""","Johnny Horton","1XRA4Tjb2YrcQU5ThDllCw","Johnny Horton",0.803
1959,"2","""Mack the Knife""","Bobby Darin","0YTgZJfVLmJ0b8XAMZKRKg","Bobby Darin",0.76
1959,"3","""Personality""","Lloyd Price","5vjigjfoXuJEttqLB3HTAg","Lloyd Price",0.723
1959,"4","""Venus""","Frankie Avalon","4GwLN4wFrV5FMTVVzcFYst","Frankie Avalon",0.544
1959,"5","""Lonely Boy""","Paul Anka","4kh2S9hRpPvoF9JkwZcYGN","Paul Anka",0.352
1959,"6","""Dream Lover""","Bobby Darin","1KLpjQFgubHI3GkAICCNH3","Bobby Darin",0.715
1959,"7","""The Three Bells""","The Browns","5xghdTMuqQPqtDJ0bn3zkn","The Browns",0.83
1959,"8","""Come Softly to Me""","The Fleetwoods","603N4XGJUTbK760GLCvIIs","The Fleetwoods",0.93
1959,"9","""Kansas City""","Wilbert Harrison","4GvyP7CnBJEV2t7L7vOkjw","Wilbert Harrison",0.708
1959,"10","""Mr. Blue""","The Fleetwoods","6bnFjTW3EnMG4BwreDnSHK","The Fleetwoods",0.931
1959,"11","""Sleep Walk""","Santo & Johnny","0yK8sWD6cfrc7pGfaPIcZH","Various Artists",0.759
1959,"12","""Put Your Head on My Shoulder""","Paul Anka","2DpJ9T2RVRanZcYFHKOAfA","Paul Anka",0.747
1959,"13","""Stagger Lee""","Lloyd Price","4MUGG9mgDUP8dlaS3AAeg0","Lloyd Price",0.74
1959,"14","""Donna""","Ritchie Valens","5jjrPdeClupQkNkGR1sth7","Ritchie Valens",0.866
1959,"15","""Pink Shoe Laces""","Dodie Stevens","2DifRe6kiKZjeB1IqFl2jJ","Dodie Stevens",0.678
1959,"16","""Smoke Gets in Your Eyes""","The Platters","57yz5oqMytzbwdewSG28L9","The Platters",0.91
1959,"17","""Charlie Brown""","The Coasters","6Q0aBakbTsjQO6iGdxmXlx","The Coasters",0.404
1959,"18","""Quiet Village""","Martin Denny","20NOFkyiyJkASrdVnk05E7","Martin Denny",0.808
1959,"19","""My Heart is an Open Book""","Carl Dobkins, Jr.","5EVfZx8oUnUa1SxnhA2aEt","Various Artists",0.693
1959,"20","""(Till) I Kissed You""","The Everly Brothers","3ZNNoheUxF3dVTmgAozESq","Various Artists",0.345
1959,"21","""Sea of Love""","Phil Phillips","4gUDdUr5yK0JGlR49zSRVt","Phil Phillips",0.781
1959,"22","""The Happy Organ""","Dave ""Baby"" Cortez","1Lcbch9sSQFYgQFz1LSoC0","Dave ""Baby"" Cortez",0.564
1959,"23","""I'm Gonna Get Married""","Lloyd Price","1jKcwPfDloLOMxC1wMV0ux","Lloyd Price",0.768
1959,"24","""Sorry (I Ran All the Way Home)""","The Impalas","4ERn2q3YXcayw8nTeYjCIE","Various Artists",0.824
1959,"25","""A Teenager in Love""","Dion and the Belmonts","6AhHYWJOBMRjEi2z1tWpYa","Dion & The Belmonts",0.627
1959,"26","""16 Candles""","The Crests","3Timk4Wy8wnJDCfq6O7YDW","Johnny Maestro",0.727
1959,"27","""It's Just a Matter of Time""","Brook Benton","0w19YgP4UVaT5bNpONAD6X","Brook Benton",0.695
1959,"28","""Lipstick on Your Collar""","Connie Francis","4zgYu3FPkTRkJdadp26FdY","Connie Francis",0.82
1959,"29","""There Goes My Baby""","The Drifters","3cfN34fxSbtaJ5HmSDrdAX","The Drifters",0.0809
1959,"30","""A Big Hunk o' Love""","Elvis Presley","2Bp3uPsOHLRiz3BDxCSiYs","Elvis Presley",0.214
1959,"31","""Red River Rock""","Johnny and the Hurricanes","643QHUvRNchbEDfcDvMILB","Johnny & The Hurricanes",0.662
1959,"32","""Waterloo""","Stonewall Jackson","3YXPyakTFaoVS2ffimogLR","Stonewall Jackson",0.482
1959,"33","""Lavender Blue""","Sammy Turner","0YARD4OwVGKKzfTrUXlxYr","Sammy Turner",0.832
1959,"34","""(Now and Then There's) A Fool Such as I""","Elvis Presley","2TGiDvXSDPCcBTfaMtmsRc","Elvis Presley",0.901
1959,"35","""Guitar Boogie Shuffle""","The Virtues","6CIHxvT7MnSGsJLCoihLtV","Frank Virtue and the Virtues",0.105
1959,"36","""Teen Beat""","Sandy Nelson","2UbUp7nSoua1BTw4zBAqGJ","Sandy Nelson",0.00612
1959,"37","""Kookie, Kookie, Lend Me Your Comb""","Edd Byrnes & Connie Stevens",NA,NA,NA
1959,"38","""Tragedy""","Thomas Wayne","2ZgS7ua4Ddq0VWxoqofVIA","Various Artists",0.989
1959,"39","""My Happiness""","Connie Francis","7B6HpUz0hu1N0YaMf2lEvI","Connie Francis",0.854
1959,"40","""Tallahassee Lassie""","Freddy Cannon","5dDs13F0oo7XngcEIgRb2m","Freddy Cannon",0.143
1959,"41","""Tiger""","Fabian","7DkACGlNZFLUBsUaxvHk0Q","Fabian",0.941
1959,"42","""Never Be Anyone Else But You""","Ricky Nelson","6tKz5rRgvzJvM3Xdpj8e5X","Ricky Nelson",0.189
1959,"43","""Don't You Know?""","Della Reese","3yIBU17cLkuB8tKMymOLvX","Original Motion Picture Soundtrack",0.799
1959,"44","""I Need Your Love Tonight""","Elvis Presley","1SoFz4D2PWB98avdJnt0XD","Elvis Presley",0.863
1959,"45","""What a Diff'rence a Day Makes""","Dinah Washington","3SLTIkYWxhgr941xs9hmPK","Dinah Washington",0.929
1959,"46","""The All American Boy""","Bill Parsons","3U8aRuxVXUp2Wo3mpBTRt3","Various Artists",0.651
1959,"47","""Primrose Lane""","Jerry Wallace","4bFHIZcJH8hq1JpYyA2hLw","Jerry Wallace",0.953
1959,"48","""Alvin's Harmonica""","The Chipmunks","4aqEPeDRi8EXbOxFwIoaJ8","Alvin & The Chipmunks",0.506
1959,"49","""Lonely Street""","Andy Williams","677V1U9ZgCy4MaEvqWLazd","Andy Williams",0.925
1959,"50","""What'd I Say""","Ray Charles","5yQ9iMZXGcr5rlO4hoLsP4","Ray Charles",0.808
1959,"51","""Broken Hearted Melody""","Sarah Vaughan","6QLXvEcvsav5TcCcUOE7qb","Sarah Vaughan",0.81
1959,"52","""Only You (And You Alone)""","Franck Pourcel",NA,NA,NA
1959,"53","""Gotta Travel On""","Billy Grammer","3HynxUWKnm7rtzjVkyXoHu","Billy Grammer",0.822
1959,"54","""Poison Ivy""","The Coasters","5y3EUvXJouxlUk5FLOblFB","The Coasters",0.381
1959,"55","""Turn Me Loose""","Fabian","2zY0rAIapQ7GInpOfpE7MM","Fabian",0.973
1959,"56","""Lonely Teardrops""","Jackie Wilson","4xPNaHofsEWeDnD63eIUXp","Jackie Wilson",0.596
1959,"57","""Hawaiian Wedding Song""","Andy Williams","6u8Nycj3p4GTB1mNXCVNUc","Andy Williams",0.866
1959,"58","""Forty Miles of Bad Road""","Duane Eddy","6FJl2LMvqJUMWEifrJesqL","Duane Eddy",0.0158
1959,"59","""Just Ask Your Heart""","Frankie Avalon","0Y7ewXCNWFDHqGnGUCueXf","Frankie Avalon",0.719
1959,"60","""Tell Him No""","Travis and Bob","182r59WbLbfjgp9kYSp6yP","Various Artists",0.625
1959,"61","""Frankie""","Connie Francis","7MVis6mLRdMsYTbyxXhy0Q","Connie Francis",0.814
1959,"62","""I've Had It""","The Bell Notes","4kj6CdWwrpReAYZjX9Srxq","Various Artists",0.816
1959,"63","""I Cried a Tear""","LaVern Baker","28dTB69zJBpBIiDH32Jp1M","LaVern Baker",0.93
1959,"64","""Enchanted""","The Platters","3uCXarDsIYEJ6noaI64jhW","The Platters",0.894
1959,"65","""Since I Don't Have You""","The Skyliners","5zgzOyEZPoeQwmXFzW0bPn","The Skyliners",0.717
1959,"66","""Peter Gunn Theme""","Ray Anthony","1DeMOqqJ5lFegnaWTWFCQG","Ray Anthony",0.574
1959,"67","""The Chipmunk Song (Christmas Don't Be Late)""","The Chipmunks","02NKMA9cIkq6VuBNu9q9Wf","Alvin & The Chipmunks",0.707
1959,"68","""I Want to Walk You Home""","Fats Domino","2irSsbGB2N1M4nB4G26qBf","Fats Domino",0.662
1959,"69","""So Fine""","The Fiestas","0TX0SRmxbm5ccRJfenC0Gx","The Fiestas",0.371
1959,"70","""Bobby Sox to Stockings""","Frankie Avalon","36tcZofm0uamusWQKqcSem","Frankie Avalon",0.816
1959,"71","""The Deck of Cards""","Wink Martindale","0Z5E0vDa3f6MJ9jorKXUKD","Wink Martindale",0.951
1959,"72","""A Lover's Question""","Clyde McPhatter","6HBgCYResmsdmOufyHVoNB","Clyde McPhatter",0.887
1959,"73","""I Only Have Eyes for You""","The Flamingos","6UFJAngOupWGd28mX6IapK","The Flamingos",0.939
1959,"74","""It's Late""","Ricky Nelson","4TAKO1uPQfnbioLdXUCUvY","Ricky Nelson",0.788
1959,"75","""Petite Fleur""","Chris Barber's Jazz Band","5IOrscHhyyr2LqbKu8wEXb","Chris Barber's Jazz Band",0.946
1959,"76","""Tall Paul""","Annette Funicello","6bvDO8Tlri00vXUIhJuIQc","Richard M. Sherman and Robert B. Sherman",0.68
1959,"77","""The Tijuana Jail""","The Kingston Trio","4adwiDSem8c2jgiy66Bcsv","The Kingston Trio",0.795
1959,"78","""Just a Little Too Much""","Ricky Nelson","5mIfY39eTpWHj2gpEXvjb6","Ricky Nelson",0.673
1959,"79","""Goodbye Baby""","Jack Scott","5rsw9X7x69a5aiTvQqm9Tl","Jack Scott",0.93
1959,"80","""Along Came Jones""","The Coasters","4RPiAR1m2eglvjWMHHFu1Y","The Coasters",0.716
1959,"81","""Three Stars""","Tommy Dee & Carol Kay",NA,NA,NA
1959,"82","""A Boy Without a Girl""","Frankie Avalon","75omAssCGLrA2iJWKO9tXU","Frankie Avalon",0.851
1959,"83","""Sweeter Than You""","Ricky Nelson","4si2ZU8jVZWTuoUvkujcmw","Ricky Nelson",0.845
1959,"84","""It Was I""","Skip & Flip","6G9YdwnfMNxu5wf7UidQPb","Various Artists",0.757
1959,"85","""Goodbye Jimmy, Goodbye""","Kathy Linden",NA,NA,NA
1959,"86","""Manhattan Spiritual""","Reg Owen","0J5kd9jgMcrpeVBejyO0Z9","Various Artists",0.43
1959,"87","""Endlessly""","Brook Benton","0SpBF69q2PCAAjAdh86NSk","Brook Benton",0.354
1959,"88","""Heartaches by the Number""","Guy Mitchell","1Ks4guQOte9Ds2ip9M8xSk","Various Artists",0.848
1959,"89","""Sea Cruise""","Frankie Ford","4NOXBwXkJ7HrDTYIryLgBp","Various Artists",0.652
1959,"90","""That's Why (I Love You So)""","Jackie Wilson","3H1MWE0muoc90EVzECSGRZ","Jackie Wilson",0.26
1959,"91","""You're So Fine""","The Falcons","4qkAPw8J6zEtOf8VwtmOjB","Various Artists",0.892
1959,"92","""Kissin' Time""","Bobby Rydell","21ZVvnP0MY0EbrOovH0tUp","Bobby Rydell",0.195
1959,"93","""My Wish Came True""","Elvis Presley","543SzJd0OFYwTU6AucokHq","Elvis Presley",0.958
1959,"94","""Morgen""","Ivo Robić",NA,NA,NA
1959,"95","""Baby Talk""","Jan and Dean","2aBNUHJEIZhNePKpCEBAW0","Jan & Dean",0.786
1959,"96","""Take a Message to Mary""","The Everly Brothers","4w63lCZc725Oad6idtOLtO","The Everly Brothers",0.255
1959,"97","""The Battle Hymn of the Republic""","Mormon Tabernacle Choir","4ulHm2QEjdr4EkuFQ2rP9h","Mormon Tabernacle Choir",0.918
1959,"98","""Bongo Rock""","Preston Epps","7kBOsLz5BR8uY58u3Aygev","Various Artists",0.678
1959,"99","""In the Mood""","Ernie Fields","6nCRUa8xPE59AyOfZBr3Qt","Ernie Fields",0.607
1959,"100","""Seven Little Girls (Sitting in the Back Seat)""","Paul Evans","6jZxxO0ZNb8fakRXryav4y","Paul Evans",0.809
1960,"1","""Theme from A Summer Place""","Percy Faith","6zwvB879PJSpTyFcg2wwnL","Percy Faith & His Orchestra",0.591
1960,"2","""He'll Have to Go""","Jim Reeves","7DH5dXVuQaqcKf9oTy9oUN","Jim Reeves",0.909
1960,"3","""Cathy's Clown""","The Everly Brothers","1MA9StLzlFftLbuqOmoWij","The Everly Brothers",0.412
1960,"4","""Running Bear""","Johnny Preston","1RYznli2VNO7FCbW1Hq4KM","Johnny Preston",0.854
1960,"5","""Teen Angel""","Mark Dinning","2VbwU6FU8BlgJaAzE23S11","Various Artists",0.869
1960,"6","""I'm Sorry""","Brenda Lee","5VyBNCSb8VXoSxD281PRod","Brenda Lee",0.925
1960,"7","""It's Now or Never""","Elvis Presley","1XunTmhOcj3xwh4b8P3isX","Elvis Presley",0.642
1960,"8","""Handy Man""","Jimmy Jones","2CWgi9QUSDHok7rgGiX1BQ","Jimmy Jones",0.623
1960,"9","""Stuck on You""","Elvis Presley","39zODpVtRvghMyfNjZ3BVK","Elvis Presley",0.758
1960,"10","""The Twist""","Chubby Checker","3ohLnESFgYACPMCkoTOzqE","Chubby Checker",0.199
1960,"11","""Everybody's Somebody's Fool""","Connie Francis","6jdONXtmF2ZmLyRgZfwDRj","Connie Francis",0.792
1960,"12","""Wild One""","Bobby Rydell","6OJZM84zgpRxRYtBk979xG","Bobby Rydell",0.709
1960,"13","""Greenfields""","The Brothers Four","7F3R0rKXq5eYgPug8vqOdu","The Brothers Four",0.852
1960,"14","""What in the World's Come Over You""","Jack Scott","3XToK0X499i9odkrDCG4FL","Jack Scott",0.802
1960,"15","""El Paso""","Marty Robbins","4f8hBeMXMvssn6HtFAtblo","Marty Robbins",0.835
1960,"16","""Alley Oop""","The Hollywood Argyles","3VIICyg0nnfrY4PKef2GkW","Various Artists",0.817
1960,"17","""My Heart Has a Mind of Its Own""","Connie Francis","5HAmwYFcUysSXUhKHVNUxp","Connie Francis",0.805
1960,"18","""Sweet Nothin's""","Brenda Lee","4vsXBH9u5EH3lRycXHOcII","Brenda Lee",0.752
1960,"19","""Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini""","Brian Hyland","3Aug2RunJbjGiz2CTtWu5l","Brian Hyland",0.682
1960,"20","""Only the Lonely""","Roy Orbison","0PkBTqRtN25z3oKasWoKlj","Roy Orbison",0.377
1960,"21","""Where or When""","Dion and the Belmonts","0OLIIwpl8vDQWXYZa7becp","Dion & The Belmonts",0.797
1960,"22","""Sixteen Reasons""","Connie Stevens","0oI0ekrSQ3aHiHcMi1B2gK","Connie Stevens",0.865
1960,"23","""Puppy Love""","Paul Anka","5kA88W2SwVZiPb9rEwnQj6","Paul Anka",0.667
1960,"24","""Why""","Frankie Avalon","0CRxGsJrwOMQUuTr4yT5mX","Frankie Avalon",0.762
1960,"25","""Walk, Don't Run""","The Ventures","74Qp7hzjPFQZUBMpNDqUIM","The Ventures",0.566
1960,"26","""Save the Last Dance for Me""","The Drifters","391TUcoPonqYykPkSZ5Z9U","The Drifters",0.614
1960,"27","""Baby (You've Got What It Takes)""","Dinah Washington & Brook Benton","4b2bVFTra1k5B5C0E2Yp26","Various Artists",0.856
1960,"28","""Sink the Bismarck""","Johnny Horton","4F7T8NnGKbhLMVtAMycDQg","Johnny Horton",0.652
1960,"29","""Chain Gang""","Sam Cooke","1sK10Me7qS9em2QTx6dYRe","Sam Cooke",0.636
1960,"30","""Let It Be Me""","The Everly Brothers","0Tjdbd83LEAWrA0atsXMDJ","The Everly Brothers",0.77
1960,"31","""Good Timin'""","Jimmy Jones","4zcqKB6HnunnWtnmeerI7H","Jimmy Jones",0.466
1960,"32","""Beyond the Sea""","Bobby Darin","2EIaO5knwUA3F2qnf9LV3S","Bobby Darin",0.723
1960,"33","""Go Jimmy Go""","Jimmy Clanton","15mwNCoUIJJ1dvtNeSbY7J","Various Artists",0.435
1960,"34","""Night""","Jackie Wilson","2iDcBoSJ9yGrk7sVYNqL1D","Jackie Wilson",0.959
1960,"35","""Burning Bridges""","Jack Scott","51jyAgrsTNvOyZPW949qZR","Various Artists",0.809
1960,"36","""The Big Hurt""","Toni Fisher","0QxwQkCU0CjNU86C85wmOz","Toni Fisher",0.875
1960,"37","""Because They're Young""","Duane Eddy","2K0hgfE82KxsXR5cflbgQ6","Duane Eddy",0.526
1960,"38","""Lonely Blue Boy""","Conway Twitty","4sZQFezzQDSPJNz8mcJ7pu","Conway Twitty",0.716
1960,"39","""Pretty Blue Eyes""","Steve Lawrence","4pEF7mCgmdBSowLzb5tHLH","Various Artists",0.486
1960,"40","""Way Down Yonder in New Orleans""","Freddy Cannon","7kBvtoy7dyc1CQ2WjfGwdr","Freddy Cannon",0.531
1960,"41","""Paper Roses""","Anita Bryant",NA,NA,NA
1960,"42","""Mr. Custer""","Larry Verne","1fAvQqW0TvmyqJKbhg5Fx2","Various Artists",0.707
1960,"43","""I Want to Be Wanted""","Brenda Lee","7kEXozslKWIfkOB6iSOmza","Brenda Lee",0.799
1960,"44","""Mule Skinner Blues""","The Fendermen","3JKT3VexYDl7GEgzB7nGpf","Various Artists",0.629
1960,"45","""Cradle of Love""","Johnny Preston","1tS8ZbjupcoB8seWVVfadt","Johnny Preston",0.683
1960,"46","""You Got What It Takes""","Marv Johnson","49ax6w7sxo2vkDrISdRd89","Various Artists",0.752
1960,"47","""Please Help Me, I'm Falling""","Hank Locklin","0dc0eU5THc1uE0Q0KV73XN","Hank Locklin",0.828
1960,"48","""Love You So""","Ron Holden","75zdGixP4G3VQ5oIk1HzjU","Various Artists",0.89
1960,"49","""Finger Poppin' Time""","Hank Ballard and The Midnighters","0cJdSg34dnUSxSyFjBf703","Hank Ballard & The Midnighters",0.112
1960,"50","""Harbor Lights""","The Platters","518zdlcKCjzSGmPcwkPRrH","The Platters",0.922
1960,"51","""Let the Little Girl Dance""","Billy Bland","05vJ7T5PZFNCyTVULUaPI6","Billy Bland",0.255
1960,"52","""He'll Have to Stay""","Jeanne Black","4OgCE8bmGO7eatG3OuBEju","Various Artists",0.953
1960,"53","""Theme From The Apartment""","Ferrante & Teicher","37UxQONhYhMJ2F9SX9fhHW","Ferrante & Teicher",0.884
1960,"54","""Volare""","Bobby Rydell","6aTY7Dx6719A0rTsYY7NgK","Bobby Rydell",0.67
1960,"55","""A Million to One""","Jimmy Charles","5ntA8BmK9fkL2ZbxeNE4Nk","Various Artists",0.795
1960,"56","""The Village of St. Bernadette""","Andy Williams","4rfsoxXk3XoAdQ60BdJ3Bj","Andy Williams",0.941
1960,"57","""White Silver Sands""","The Bill Black Combo","5mkn9NwcAWqlzA9AA4yrvn","Various Artists",0.0326
1960,"58","""The Old Lamp-Lighter""","The Browns","0gssZyDIxrn2CsokEML0xq","The Browns",0.977
1960,"59","""Devil or Angel""","Bobby Vee","0yj7xWnhRMWGb3beZ801oJ","Bobby Vee",0.82
1960,"60","""Are You Lonesome Tonight?""","Elvis Presley","6vXZs9rEQF7Nd6O8Ue7NrT","Elvis Presley",0.918
1960,"61","""Forever""","The Little Dippers","3Kx8w43Ysm7icX1fEbe2eZ","Various Artists",0.894
1960,"62","""Image of a Girl""","The Safaris","7KfwGraITe6aLd827Wq0bh","Various Artists",0.794
1960,"63","""Kiddio""","Brook Benton","1KxnWLIsj61EWmZbH2A7KV","Brook Benton",0.779
1960,"64","""Mission Bell""","Donnie Brooks","0NIvgyhvmSa2Aci8FWsHXo","Various Artists",0.611
1960,"65","""I Love The Way You Love""","Marv Johnson","34OxIDrdSw4AV1ap0cN9Zi","Various Artists",0.66
1960,"66","""It's Time to Cry""","Paul Anka","6dAqyQn8GS2RYRqyP5eKTp","Paul Anka",0.731
1960,"67","""Tell Laura I Love Her""","Ray Peterson","1EwpgXlVIzs1E7XBZoRVQl","Various Artists",0.751
1960,"68","""Mama""","Connie Francis","5zXcs1zUaFNPixhD69BrBF","Connie Francis",0.958
1960,"69","""Footsteps""","Steve Lawrence","2UCoe7GM0EW2FUyebqgKQa","Steve Lawrence",0.312
1960,"70","""So Sad""","The Everly Brothers","1Eo6eH8Yppywb6nkWDhB1b","The Everly Brothers",0.655
1960,"71","""That's All You Gotta Do""","Brenda Lee","1ScVmA4SB1lDudzBLqV5Zw","Brenda Lee",0.615
1960,"72","""Walking to New Orleans""","Fats Domino",NA,NA,NA
1960,"73","""Among My Souvenirs""","Connie Francis","0RTkpGULCWBGHFbJptu3RQ","Connie Francis",0.4
1960,"74","""Swingin' School""","Bobby Rydell","2V0U78Xx4KY843bJbuq586","Bobby Rydell",0.534
1960,"75","""A Rockin' Good Way (To Mess Around and Fall in Love)""","Dinah Washington & Brook Benton","3ZZYcAvqGCCYTLnzRLwnNj","Dinah Washington",0.831
